nct_id,study_title,arm,device,outcome_title,outcome_description,time_frame,value,unit,n_analysed,result_type,category,durability_related,retrieved_at
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,29,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,25,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 31mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,16,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 33mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,6,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,82,COUNT_OF_PARTICIPANTS,+4 Severe,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",6,Participants,29,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",6,Participants,25,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 31mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,16,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 33mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,6,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",13,Participants,82,COUNT_OF_PARTICIPANTS,0 None,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",2,Participants,29,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,25,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 31mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",1,Participants,16,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 33mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",2,Participants,6,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - Total",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",6,Participants,82,COUNT_OF_PARTICIPANTS,+1 Trivial/Trace,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 27mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",4,Participants,29,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 29mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,25,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
NCT01757665,"ProspeCtive, nOn-randoMized, MulticENter Clinical Evaluation of Edwards Pericardial Bioprostheses With a New Tissue Treatment Platform (COMMENCE)","Edwards Pericardial Mitral Bioprosthesis, Model 11000M - 31mm",COMMENCE (Inspiris RESILIA),Subject's Amount of Total Valvular Regurgitation Over Time - 11000M,"Mitral valvular regurgitation occurs when the mitral valve in the heart does not close tightly allowing some of the blood that was pumped out of the heart to leak back into it. Mitral valvular regurgitation is evaluated by echocardiography over time. It is assessed on a scale from 0 to 4, where 0 represents no regurgitation and 4 represents severe regurgitation.","3 Months, 1 Year, and 2 Years Post Implant",0,Participants,16,COUNT_OF_PARTICIPANTS,+2 Mild,True,2026-09-16T12:17:58Z
